,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
699,Shoogee,0.36145,-1.26504,2.46990,-9.58831,10.52400,-1.24983,Jerry från Solna,0.98526,0.58485,-8.10149,0.06775,True,19.30757
700,Shoogee,-0.74213,1.24091,4.49750,-9.22097,10.81905,1.39086,Erik Sven Fernström,0.40968,-0.83609,-11.30687,1.65151,True,-34.85764
701,Jorg,-1.17562,-0.02661,0.04101,-9.38286,10.02894,-0.07619,Erik Sven Williams,1.48696,1.79204,-9.79449,-1.14571,True,-58.76054
702,Jorg,0.58040,0.62112,-1.45797,-9.50984,10.27043,0.57211,Jerry Fernström,0.06199,0.41612,-7.19422,-1.34879,False,28.29102
703,Bob,1.77311,1.08210,3.41352,-9.67893,10.34490,1.10995,Erik Sven Fernström,-0.21203,-2.19548,-10.53552,-1.77575,True,90.36251
704,Shoogee,1.52435,0.55306,1.66836,-8.97852,10.16003,0.51552,Jerry Fernström,-0.54602,-0.35152,-6.83040,-2.27552,True,77.05191
705,Shoogee,1.10480,-0.29148,0.64191,-8.84922,10.12677,-0.30899,Erik Sven Williams,-1.37643,0.74262,-7.17074,-1.20046,True,55.56094
706,Jorg,-0.24334,-1.28564,-1.60335,-8.67763,10.49229,-1.26567,Jerry från Solna,-0.00301,1.45098,-8.92998,0.93821,False,-12.96889
707,Bob,1.98341,0.56767,-2.49761,-9.15790,10.61988,0.57411,Jerry Fernström,0.75889,1.47803,-9.33150,-2.43762,False,97.92184
708,Bob,1.15261,0.48836,-2.19022,-9.35951,10.60224,0.54578,Jerry Fernström,1.24642,-0.00838,-8.98214,-3.89363,False,56.53545
709,Shoogee,0.65937,0.16326,-2.02979,-9.85711,10.90959,0.22187,Jerry Fernström,0.36999,-0.45864,-7.80808,0.53530,False,31.95361
710,Shoogee,1.56610,-1.27278,1.27585,-10.01342,10.65686,-1.28495,Jerry från Solna,-0.63012,0.73247,-8.33026,-0.94035,True,78.94273
711,Bob,2.74873,-0.47942,5.34654,-9.29534,10.89198,-0.50863,Erik Sven Williams,-0.77262,1.57632,-9.56999,-1.69591,True,140.10952
712,Shoogee,1.18995,0.39022,-5.50282,-8.74667,9.83173,0.30772,Jerry Fernström,0.21793,-0.86003,-8.00672,-1.14958,False,56.74591
713,Bob,0.34822,-1.40118,1.08082,-8.50488,10.49817,-1.29303,Jerry från Solna,1.29814,-3.06437,-8.35171,-1.38969,False,17.95152
714,Bob,1.26752,-1.67509,-0.76941,-9.43655,10.47110,-1.81434,Jerry från Solna,-1.75384,-2.33807,-6.62100,-1.55067,False,62.99145
715,Bob,0.24859,0.58555,-2.48725,-8.69630,10.29089,0.62041,Jerry Fernström,-1.63615,0.47493,-7.18903,-1.73002,False,11.18579
716,Atsuto,1.20892,0.39950,1.63615,-9.81106,10.43850,0.41784,Jerry Fernström,1.12622,0.31369,-11.60835,3.47696,True,61.26423
717,Jorg,0.46946,0.19865,-6.37843,-9.10960,10.45300,0.20633,Jerry Fernström,-2.71594,-0.79175,-7.34420,-0.65475,False,20.28356
718,Shoogee,1.44549,-0.01540,-0.30882,-9.37575,10.17118,-0.24548,Erik Sven Williams,0.46656,-0.13148,-5.23440,-1.71594,False,72.12010
719,Bob,-0.30182,-0.43414,2.32304,-9.14152,10.44501,-0.39655,Erik Sven Williams,-1.06338,0.46515,-10.38845,-0.92963,True,-13.92937
720,Bob,1.65585,1.30256,-2.78956,-9.56227,10.95000,1.25799,Erik Sven Fernström,-1.32386,1.04308,-10.45379,-1.56946,False,81.39764
721,Shoogee,0.90351,-1.04703,0.36155,-10.03253,10.11048,-1.01902,Jerry från Solna,-0.58008,-1.32700,-7.41152,-0.18927,False,45.35635
722,Jorg,0.72575,0.29891,-3.18389,-8.72624,10.41479,0.32140,Jerry Fernström,-0.67730,-2.16993,-9.31699,-1.56124,False,34.69579
723,Shoogee,3.25358,0.10032,-1.30523,-8.76041,10.71708,-0.13720,Jerry Fernström,2.47916,-0.06117,-7.20150,-1.33557,False,162.02621
724,Shoogee,0.53192,0.13715,-0.64441,-9.03800,10.30016,0.10202,Jerry Fernström,1.13327,1.66708,-12.21485,4.12073,False,26.27364
725,Jorg,-0.22789,0.40662,-3.28983,-8.89799,10.16744,0.42921,Jerry Fernström,-0.89021,-1.86525,-8.65932,-2.19894,False,-13.03960
726,Jorg,0.87305,-0.85182,-3.59867,-8.88629,10.36678,-0.84681,Jerry från Solna,1.65374,0.74146,-9.86084,2.37664,False,41.85334
727,Jorg,-0.06859,-0.03913,-5.67505,-9.02809,10.02502,-0.03694,Erik Sven Williams,-0.24194,-0.04031,-5.26454,1.61433,False,-6.26681
728,Shoogee,1.09898,-0.80968,-1.29612,-9.23140,10.81926,-0.57197,Jerry från Solna,-0.46504,1.03239,-6.60124,-1.88643,False,54.30091
729,Bob,1.07533,0.44290,-2.87507,-9.89897,10.12305,0.51751,Jerry Fernström,-0.90270,-0.91797,-10.32795,-0.63309,False,52.32921
730,Jorg,-0.01308,-0.33589,2.20756,-9.50192,9.97195,-0.37176,Erik Sven Williams,-1.31257,1.12325,-8.28578,-1.11556,True,0.44971
731,Jorg,0.98244,-0.68549,-5.93446,-8.92263,10.10304,-0.65719,Erik Sven Williams,2.79174,2.42547,-11.91436,1.50822,False,46.15490
732,Bob,0.78493,-0.41788,2.70016,-8.51918,10.63272,-0.40303,Erik Sven Williams,-2.36254,-0.13599,-9.14332,-3.03521,True,40.59679
733,Bob,0.14389,-1.19305,-1.12536,-8.90200,9.93014,-1.26368,Jerry från Solna,-0.89548,1.21539,-9.58780,-2.16353,False,6.63205
734,Jorg,-0.11683,0.23721,-0.21945,-9.48657,10.40730,0.20428,Jerry Fernström,0.22397,2.98819,-7.15560,-1.08706,True,-5.95098
735,Bob,-0.31582,0.02906,4.83126,-9.27094,10.68476,-0.04687,Jerry Fernström,1.62324,-1.06507,-10.37752,-2.57304,True,-13.37553
736,,0.61820,0.19933,-4.66957,-9.47122,10.15735,0.16653,Jerry Fernström,0.30113,-0.11972,-9.79420,-2.45160,False,28.57539
737,Jorg,-0.13633,0.14784,2.26671,-8.95532,10.31840,0.18852,Jerry Fernström,-1.41629,-1.94303,-8.82871,-0.90243,True,-5.68332
738,Bob,0.50401,-0.32951,-2.54682,-9.86460,10.15749,-0.49579,Erik Sven Williams,0.68664,0.24500,-6.99510,-1.09135,False,23.92698
739,Shoogee,-1.15729,-1.58623,6.91374,-8.54665,10.36179,-1.47552,Jerry från Solna,-1.20837,-2.23298,-9.40449,0.19773,True,-54.40766
740,Jorg,1.23550,0.44311,-0.96360,-9.34045,10.15831,0.62620,Jerry Fernström,-1.19561,1.76472,-5.47166,-1.25429,False,61.29320
741,Shoogee,0.91784,-0.15930,-0.33859,-9.00244,10.01672,-0.25009,Erik Sven Williams,0.13107,3.16963,-9.38698,-0.17184,False,45.72259
742,Shoogee,2.00250,1.74151,-4.80911,-9.81720,10.73249,1.73998,Jerry Williams,-0.11862,1.71738,-8.87378,-0.35333,False,97.72051
743,Bob,0.86714,0.61907,-3.14249,-8.87925,10.79895,0.43624,Jerry Fernström,-1.16041,1.53276,-8.11229,-0.91034,False,41.78585
744,Atsuto,1.62173,-0.93700,-2.64230,-8.89950,10.17602,-0.99555,Jerry från Solna,-0.11273,0.97005,-8.18499,-1.01486,False,79.76557
745,Jorg,0.77913,-0.02296,5.12741,-9.30546,10.50117,-0.03226,Erik Sven Williams,-0.78848,-0.93466,-8.78200,-0.79595,True,41.51997
746,Jorg,2.84088,0.41259,0.36278,-9.18901,10.01966,0.30193,Jerry Fernström,-1.07751,0.88491,-7.29796,0.18867,True,142.22555
747,Jorg,1.43936,-0.19481,3.34565,-9.27434,10.47890,0.08925,Erik Sven Williams,0.39902,-0.97938,-11.37856,-0.42292,True,73.64100
748,Shoogee,0.63573,0.48810,-3.70008,-9.28961,10.67827,0.48230,Jerry Fernström,-0.94352,0.20602,-9.27180,0.75421,False,29.93659
749,Jorg,1.56773,0.95851,-0.34939,-9.30163,10.49321,1.09281,Erik Sven Fernström,-0.08509,-0.29259,-12.04381,0.61632,True,78.21180
750,Jorg,1.77102,0.52509,-0.07671,-8.93247,10.13876,0.60285,Jerry Fernström,-0.67453,1.05526,-9.51602,-0.58612,True,88.51271
751,Shoogee,2.41336,-0.68891,-0.68868,-8.93465,10.78954,-0.76108,Erik Sven Williams,-1.55165,0.11514,-9.47195,-0.85575,False,120.32384
752,Jorg,0.76740,-0.73584,-2.98824,-8.91330,10.54965,-0.77800,Erik Sven Williams,-1.67514,-1.60012,-7.06519,-0.61722,False,36.87564
753,Shoogee,0.27689,-0.26743,-1.14660,-9.07560,10.30043,-0.19888,Erik Sven Williams,-0.00247,-1.51196,-7.05063,-0.63906,False,13.27099
754,Jorg,2.18343,1.05601,-1.13117,-9.06362,10.16848,0.99196,Erik Sven Fernström,0.74510,0.64976,-8.10113,-2.65541,False,108.60611
755,Shoogee,0.16902,0.08420,-1.37814,-9.69569,10.13989,0.17395,Jerry Fernström,-1.78160,-1.05143,-7.08875,-2.06256,False,7.76217
756,Atsuto,3.20967,1.06402,-2.62654,-8.96357,10.26571,1.11091,Erik Sven Fernström,-0.32076,-0.40875,-10.99786,-0.48402,False,159.17035
757,Jorg,1.39992,-0.19113,-4.14975,-9.56318,10.34311,-0.20838,Erik Sven Williams,-1.67347,2.06584,-8.69594,-1.58345,False,67.92089
758,Shoogee,1.97554,1.00990,-3.58903,-9.95916,10.02562,0.89197,Erik Sven Fernström,-1.19097,-1.32167,-6.22587,-0.99305,False,96.98243
759,Jorg,1.36637,-0.39892,-0.68747,-9.35654,9.94289,-0.10564,Erik Sven Williams,0.48103,-0.03002,-8.10618,-2.28217,False,67.97464
760,Bob,1.18769,0.60792,-4.85440,-8.89595,10.18282,0.64778,Jerry Fernström,2.43547,-1.61092,-8.81727,-1.88821,False,56.95748
761,Bob,2.02946,-0.41045,-1.87960,-9.10170,10.47702,-0.26120,Erik Sven Williams,1.25924,1.24063,-8.22358,-1.46706,False,100.53311
762,Jorg,1.25468,-0.72466,1.55606,-9.05322,9.83805,-0.64304,Erik Sven Williams,-0.29422,-0.45732,-10.98975,0.42367,True,63.51189
763,Jorg,-0.04015,-0.31882,4.11325,-8.75871,10.49357,-0.41427,Erik Sven Williams,1.21296,0.61634,-10.93896,2.37725,True,0.04889
764,Jorg,2.09047,0.77597,-1.84700,-9.53024,10.34080,0.65472,Erik Sven Fernström,-0.64052,1.70948,-12.76236,5.92823,False,103.59983
765,Shoogee,1.29702,-0.11430,1.02359,-9.27073,9.93463,-0.23322,Erik Sven Williams,0.72846,0.57516,-6.40503,-1.91960,True,65.36261
766,Shoogee,0.81702,-0.06485,0.79220,-9.47254,10.46307,-0.32631,Erik Sven Williams,1.60265,1.00589,-6.70570,-2.79909,True,41.24712
767,Shoogee,0.45916,-0.88740,4.26830,-9.64814,10.22008,-0.86066,Jerry från Solna,0.34959,2.39961,-7.53579,-1.94713,True,25.09219
768,Shoogee,0.94905,0.33051,-2.22736,-9.50785,10.66517,0.40551,Jerry Fernström,0.64425,0.91214,-6.15245,-1.89481,False,46.33897
769,Shoogee,1.29389,0.69003,-2.77759,-9.37545,10.81995,0.67710,Jerry Fernström,1.20065,-1.69357,-8.08181,-1.88893,False,63.30559
770,Jorg,-0.12212,-0.74688,0.46295,-9.25251,10.38815,-0.61368,Erik Sven Williams,-0.72567,0.05552,-6.81095,-0.66156,False,-5.87466
771,Shoogee,0.88828,-0.30997,-6.14583,-9.29173,10.50813,-0.24277,Erik Sven Williams,-0.67104,0.50919,-9.00830,-0.62703,False,41.34092
772,Shoogee,1.49926,-0.18196,-3.00110,-9.46229,10.20557,-0.08760,Erik Sven Williams,0.13113,0.22462,-7.38755,-1.44055,False,73.46260
773,Jorg,1.10579,-1.56492,3.16299,-8.81265,10.27818,-1.56311,Jerry från Solna,-2.01059,-3.40302,-8.33741,-1.51690,True,56.87109
774,Shoogee,1.74219,-0.18268,-2.52464,-8.95255,9.82550,-0.16523,Erik Sven Williams,2.14998,1.80291,-7.63284,-0.85797,False,85.84712
775,Jorg,-0.53094,0.37472,0.59809,-9.38469,10.22621,0.37936,Jerry Fernström,-2.30630,-0.76350,-8.14273,-2.06535,True,-26.24820
776,Shoogee,2.35470,1.54871,-7.12908,-9.78852,10.45469,1.62955,Jerry Williams,1.09596,-1.05366,-10.51599,-0.29946,False,114.17056
777,Shoogee,0.62539,-0.49473,4.26956,-8.87424,10.14026,-0.61503,Erik Sven Williams,1.11475,-0.07890,-11.24269,3.65324,True,33.40444
778,Bob,1.86750,1.84514,-6.42226,-8.83092,9.86563,1.72060,Jerry Williams,-2.94152,1.75002,-9.71918,-2.73723,False,90.16376
779,Jorg,-0.37428,-0.88415,-1.75368,-9.19992,10.07693,-0.85852,Jerry från Solna,-0.06004,0.21576,-5.30694,-1.10220,False,-19.59072
780,Shoogee,2.03401,-0.06649,8.71736,-9.26718,10.64393,-0.40979,Erik Sven Williams,0.72325,-0.28806,-9.14663,0.13886,True,106.05936
781,Shoogee,0.41787,0.03210,-3.57019,-8.75918,9.79773,0.06735,Jerry Fernström,1.16667,1.24144,-7.01624,-0.61074,False,19.10820
782,Shoogee,-0.25283,-0.85775,-1.87202,-8.79116,10.19535,-0.99352,Jerry från Solna,-1.23099,0.37782,-7.92981,-0.86232,False,-13.57746
783,Shoogee,2.20536,-0.09804,4.26022,-9.67140,10.55602,-0.08462,Erik Sven Williams,-1.27225,0.96834,-7.15096,-1.33303,True,112.39813
784,Shoogee,0.75573,-0.61505,-0.56781,-8.37284,10.76373,-0.65438,Erik Sven Williams,1.32610,0.23860,-6.46139,-0.69569,False,37.50263
785,Bob,1.31930,-1.52438,-0.89384,-8.29220,10.75306,-1.52777,Jerry från Solna,0.91614,0.90209,-8.99066,-1.79376,False,65.51805
786,Shoogee,0.13286,-1.06286,0.08304,-9.44483,10.00253,-1.06325,Jerry från Solna,-1.08404,-0.00124,-6.53732,-0.64454,False,6.68477
787,Shoogee,0.98138,0.25432,1.32560,-9.64671,10.58434,0.27544,Jerry Fernström,0.07208,0.94902,-7.81068,1.58425,True,49.73176
788,Shoogee,0.12608,-0.00020,1.17504,-8.81532,10.79370,-0.05955,Erik Sven Williams,-0.81052,-0.19588,-10.71437,2.07617,True,6.89173
789,Bob,1.34546,1.53722,1.11632,-8.60159,10.41378,1.53784,Jerry Williams,0.59191,0.85441,-8.56240,-1.92823,True,67.83118
790,Jorg,3.42232,0.88623,-2.31910,-8.97104,10.51042,0.81704,Erik Sven Fernström,-0.39576,1.51505,-10.64267,3.13798,False,169.95669
791,Jorg,0.80536,-0.18210,-0.76386,-8.97910,10.58079,-0.21216,Erik Sven Williams,1.07900,-0.63617,-10.62654,1.91743,False,39.88586
792,Atsuto,0.25622,0.53780,-5.72608,-8.92589,10.13685,0.48838,Jerry Fernström,-0.58423,-0.25247,-8.87941,-2.92798,False,9.94803
793,Atsuto,-0.21120,-1.02971,1.37931,-9.13401,10.07096,-1.12490,Jerry från Solna,-0.12648,0.12723,-9.27206,4.52840,True,-9.87024
794,Shoogee,-0.03703,0.34497,0.28642,-9.59947,10.98388,0.27571,Jerry Fernström,1.03319,-1.57536,-5.94449,-2.33119,True,-1.70850
795,Jorg,-0.17158,-0.58871,-2.42067,-9.12470,10.56445,-0.69386,Erik Sven Williams,1.43556,-0.78630,-8.19865,-0.35088,False,-9.78953
796,Shoogee,0.68183,-0.06281,-1.74001,-9.01978,10.18160,-0.02562,Erik Sven Williams,-0.01136,1.43602,-8.58293,-2.18004,False,33.22165
797,Jorg,0.15258,-1.07162,-0.89485,-8.78350,10.48925,-1.04522,Jerry från Solna,-0.23676,0.42043,-7.04680,-1.65700,False,7.18158
798,Jorg,1.44037,0.85612,-2.54162,-9.57464,10.07852,0.82655,Erik Sven Fernström,1.14305,1.12503,-7.57348,-1.83644,False,70.74786
799,Shoogee,0.19281,-0.76987,-0.06419,-8.54613,10.40861,-0.74331,Jerry från Solna,-0.16664,1.23361,-7.23759,-0.22885,False,9.60831
Den här är felt. Darfor erase it.
800,Jorg,3.37456,0.49017,-2.02545,-9.35264,9.92438,0.33078,Jerry Fernström,1.07256,1.06709,-6.75377,-2.67302,False,167.71542
801,Jorg,0.84483,-0.02595,2.69977,-9.28377,10.27105,-0.13964,Erik Sven Williams,0.28933,-1.01583,-7.89118,-1.03490,True,43.59158
802,Jorg,0.66761,-0.08693,0.10863,-9.29899,10.49711,0.04913,Erik Sven Williams,-1.78851,-2.48502,-8.03587,-2.95032,True,33.43461
803,Jorg,0.92792,-0.16026,-5.00550,-9.26936,10.09654,-0.19701,Erik Sven Williams,0.71174,-1.24173,-6.16566,-1.49719,False,43.89311
804,Shoogee,0.92399,0.65334,-3.19325,-8.80874,10.31454,0.50536,Jerry Fernström,-0.81377,1.02619,-5.00614,-2.84951,False,44.60283
805,Bob,1.05937,0.89190,-2.83745,-8.92980,10.86650,0.95517,Erik Sven Fernström,0.49536,0.50600,-9.13667,-2.37602,False,51.54979
806,Shoogee,0.61472,-0.14359,-4.24937,-9.07554,10.40196,-0.23549,Erik Sven Williams,0.87442,1.14283,-9.16899,-2.30611,False,28.61107
807,Bob,0.44776,-0.21854,-4.17118,-9.61418,10.74891,-0.10687,Erik Sven Williams,0.78594,0.74320,-7.68317,-3.18652,False,20.30230
808,Bob,0.64653,0.46945,3.68414,-9.77419,10.43290,0.45758,Jerry Fernström,0.95213,-2.12948,-7.98584,-1.77737,True,34.16838
809,Bob,1.06262,0.84316,8.74336,-9.44906,9.90808,0.73247,Erik Sven Fernström,-3.31198,1.47798,-10.32635,-1.45421,True,57.50276
810,Jorg,0.19050,-0.76204,2.75504,-9.08154,9.84887,-0.75494,Jerry från Solna,0.57928,0.61393,-8.87974,-1.93888,True,10.90240
811,Jorg,-0.55114,0.44821,-2.06354,-9.26041,10.63869,0.40920,Jerry Fernström,-0.19706,2.70936,-12.01041,5.02788,False,-28.58881
812,Bob,-1.02137,-0.01240,0.26873,-8.77156,10.71614,-0.02904,Erik Sven Williams,0.36545,-1.30388,-9.86572,-2.32788,True,-50.93404
813,Bob,0.88665,-0.71613,0.97128,-8.54845,10.43232,-0.62578,Erik Sven Williams,-1.95477,0.35281,-8.97807,-0.89568,True,44.81792
814,Jorg,0.32742,0.47036,-3.06399,-9.57517,10.32706,0.36431,Jerry Fernström,1.74147,0.87453,-5.75000,-0.72217,False,14.83901
815,Bob,1.20396,0.10313,4.05350,-8.79137,10.20900,0.18070,Jerry Fernström,-0.41118,0.74666,-8.25963,-2.76694,True,62.22490
816,Jorg,-0.58999,-1.66732,6.99231,-9.55295,10.24171,-1.64417,Jerry från Solna,-1.54304,3.70679,-8.51849,-1.91742,True,-26.00347
817,Shoogee,0.65833,1.33890,0.55371,-8.52723,10.76486,1.30340,Erik Sven Fernström,-2.11299,-1.90128,-8.60727,-2.03539,True,33.19311
818,Bob,0.96537,-0.86737,1.82289,-9.66807,10.69714,-0.93185,Jerry från Solna,-0.65672,-1.61402,-9.23389,-2.65726,True,49.17990
819,Bob,-0.01164,-0.12478,-0.55256,-8.45434,10.45360,-0.04503,Erik Sven Williams,2.42513,-1.26161,-8.61182,-2.56464,False,-0.85815
820,Shoogee,1.54791,-0.83174,-2.19351,-9.23462,10.73203,-0.94475,Jerry från Solna,-1.37353,0.12587,-7.33158,-0.33204,False,76.29896
821,Bob,0.46323,0.83741,0.52078,-9.28519,10.09794,0.79671,Erik Sven Fernström,0.13925,-0.80550,-10.58251,-0.76834,True,23.42178
822,Shoogee,1.51801,-0.50919,0.53821,-9.61094,10.04494,-0.47593,Erik Sven Williams,-0.67421,-1.29221,-9.64548,0.28535,True,76.16939
823,Bob,2.20992,0.09759,-8.86800,-9.38277,10.51285,0.01573,Jerry Fernström,-0.07932,2.04750,-7.65250,-1.81819,False,106.06209
824,Jorg,0.72733,-0.75519,-2.52458,-9.60596,10.01123,-0.60441,Jerry från Solna,1.25072,1.24768,-6.99345,-0.88354,False,35.10414
825,Jorg,1.83876,0.31457,-1.31879,-8.85777,10.02421,0.24509,Jerry Fernström,0.11221,1.31235,-10.95463,-1.57825,False,91.27871
826,Shoogee,0.96137,-0.31824,4.41885,-9.78648,10.21206,-0.29271,Erik Sven Williams,-0.21580,-0.43108,-8.37183,-1.62524,True,50.27795
827,Bob,-0.24570,0.34911,-1.94645,-8.61476,10.71111,0.41778,Jerry Fernström,-1.01048,0.95341,-8.29359,-2.15360,False,-13.25799
828,Shoogee,-0.24287,0.17823,4.78842,-8.61502,10.56092,0.24317,Jerry Fernström,0.72013,-0.64151,-9.03468,-3.04516,True,-9.74949
829,Bob,2.76616,1.18149,0.41392,-9.27796,9.96565,1.12868,Erik Sven Fernström,0.56975,-0.09790,-5.30283,-4.42855,True,138.51474
830,Bob,0.88859,-0.00423,-5.97280,-9.76123,10.55157,0.07566,Erik Sven Williams,-0.09995,1.01773,-9.18439,-0.59276,False,41.44322
831,Bob,1.76853,0.60133,1.06963,-8.82724,10.58101,0.58229,Jerry Fernström,-1.21704,2.53475,-10.28400,-0.20570,True,88.96119
832,Shoogee,1.90349,0.02962,-3.16697,-9.85349,10.05565,-0.02357,Jerry Fernström,0.74650,-2.49677,-8.80305,-0.21541,False,93.59119
833,Bob,0.14585,0.12377,1.92480,-9.69058,10.72626,0.11197,Jerry Fernström,-1.37534,0.64300,-7.69439,-3.44076,True,8.25479
834,Jorg,0.15168,0.65906,-3.61360,-9.41655,10.54912,0.75055,Jerry Fernström,-2.30922,-0.62085,-10.86475,1.25825,False,5.77696
835,Bob,-0.86058,0.05272,3.06459,-9.07920,10.70941,-0.02372,Jerry Fernström,0.32723,2.25316,-9.58866,-1.55062,True,-41.49694
836,Jorg,-0.02640,0.47221,-1.65868,-8.82984,10.36052,0.48301,Jerry Fernström,-2.55772,-0.29302,-7.08240,-0.27112,False,-2.14923
837,Jorg,2.86522,0.27182,-3.69437,-9.58637,10.21595,0.29180,Jerry Fernström,-2.88931,-1.39801,-13.17883,1.34338,False,141.41380
838,Shoogee,0.58196,0.15066,-4.00765,-9.51797,10.28504,-0.08891,Jerry Fernström,0.58486,-1.33625,-8.97100,-0.28650,False,27.09435
839,Jorg,0.90081,0.42259,-1.71793,-9.38991,10.15382,0.49697,Jerry Fernström,-0.13284,0.17498,-10.11576,1.58292,False,44.18139
840,Bob,0.67078,0.27569,0.27932,-9.42957,10.25270,0.23810,Jerry Fernström,-2.03607,1.96913,-9.89835,-1.67604,True,33.67862
841,Bob,0.97221,0.85172,-3.44458,-9.50073,10.52963,0.96901,Erik Sven Fernström,-2.43871,1.42800,-10.02873,-1.91462,False,46.88805
842,Bob,0.48805,0.17989,-2.88058,-8.77467,10.16314,0.32961,Jerry Fernström,-0.21229,1.34789,-11.17896,-3.29672,False,22.96240
843,Bob,0.13446,-0.44270,2.55553,-8.42669,10.36926,-0.54607,Erik Sven Williams,-0.11898,1.02243,-8.01996,-3.15879,True,8.00053
844,Shoogee,2.30374,-0.62874,-0.23418,-8.94667,10.50933,-0.51681,Erik Sven Williams,1.94920,1.65531,-6.05325,-0.46022,False,115.06985
845,Shoogee,1.05598,-1.48761,0.21935,-8.76130,10.76635,-1.42105,Jerry från Solna,-0.61223,-1.32701,-7.81371,-1.97181,False,52.90846
846,Bob,1.88287,0.57296,-2.13863,-9.68630,10.33043,0.42044,Jerry Fernström,-1.34694,1.30270,-9.29707,-0.22507,False,93.07440
847,Jorg,1.89688,0.67813,-1.38989,-90000000.35933,10.35667,0.87336,Jerry Fernström,1.24007,-2.37838,-7.60572,-2.10729,False,94.14893
848,Shoogee,0.64710,-0.47788,-0.29597,-9.16812,10.07688,-0.45466,Erik Sven Williams,1.81700,0.63463,-7.70532,0.44621,False,32.20682
849,Jorg,1.99685,0.19541,-6.90235,-9.22063,10.36284,0.12737,Jerry Fernström,3.65902,2.62282,-6.65167,-1.53837,False,96.39110
850,Bob,-1.16087,-1.36002,0.74647,-8.69036,10.07936,-1.29511,Jerry från Solna,-1.37078,1.15439,-9.29745,-2.78263,False,-57.67017
851,Bob,1.03963,0.14815,-6.06443,-9.24353,10.74447,0.20163,Jerry Fernström,-0.41726,-0.61732,-9.95170,-2.43730,False,48.94940
852,Jorg,0.00517,-1.27708,2.75325,-9.28945,10.12921,-1.27869,Jerry från Solna,-0.20668,-1.56603,-8.56343,-0.20329,True,1.63488
853,Jorg,0.35865,0.54795,2.39808,-9.26775,10.46470,0.51054,Jerry Fernström,-0.48456,0.56239,-8.65362,-0.33015,True,19.13132
854,Jorg,0.41990,0.05876,-4.71917,-9.33338,10.56632,0.01305,Jerry Fernström,0.09700,0.66385,-12.01702,4.66318,False,18.63522
855,Bob,1.10970,-0.65308,5.08350,-9.54106,10.13629,-0.92080,Erik Sven Williams,-0.25332,0.87507,-8.97099,-1.69546,True,58.02661
856,Bob,1.37591,0.85393,-4.46941,-9.21466,10.50249,0.70490,Erik Sven Fernström,2.14256,0.47592,-9.24211,-2.43185,False,66.56058
857,Jorg,0.21617,-0.63283,0.01261,-8.90899,9.96863,-0.76407,Erik Sven Williams,1.56936,-2.63608,-6.10806,-1.68049,False,10.81481
858,Jorg,2.32546,0.06035,-2.47378,-9.54585,9.96754,0.16403,Jerry Fernström,0.11000,-2.59950,-6.89968,-0.03143,False,115.03631
859,Jorg,1.12462,-1.42394,1.16536,-9.26759,9.87894,-1.34771,Jerry från Solna,0.13637,0.71431,-6.25200,-1.12036,False,56.81348
860,Jorg,1.58346,-0.98182,-3.00898,-9.37213,10.64587,-0.84779,Jerry från Solna,3.46320,1.60648,-9.15489,-1.15414,False,77.66830
861,Bob,2.59341,0.61191,-5.86418,-8.50304,10.32115,0.56570,Jerry Fernström,1.17899,1.00225,-9.39542,-1.79024,False,126.73831
862,Bob,0.75931,0.95301,-3.30423,-9.19223,10.31978,0.98764,Erik Sven Fernström,-0.93097,2.53176,-7.69022,-2.44742,False,36.31325
863,Atsuto,1.51311,-1.00534,-8.01678,-8.93518,10.09218,-1.00789,Jerry från Solna,0.41885,0.00209,-11.25944,1.45001,False,71.64706
864,Atsuto,-0.85572,0.00523,-3.51563,-9.78452,10.26229,0.09021,Jerry Fernström,0.52630,-0.65888,-9.78471,-1.75322,False,-44.54392
865,Bob,0.57335,0.22375,0.14205,-9.71688,9.99031,0.18633,Jerry Fernström,1.91969,-2.35859,-5.86022,-2.61892,True,28.73848
866,Shoogee,0.70368,-0.60732,3.28022,-9.74140,10.49637,-0.65813,Erik Sven Williams,1.74838,1.12242,-9.01200,-0.34468,True,36.82414
867,Jorg,1.70754,-0.89744,-6.28071,-9.16922,10.61500,-0.90675,Jerry från Solna,-0.89774,0.69447,-8.44091,-0.75979,False,82.23643
868,Bob,-0.08716,0.14848,-3.37625,-9.05578,10.53105,0.09952,Jerry Fernström,-1.61032,-1.31704,-11.09431,-2.09815,False,-6.04600
869,Jorg,-0.67221,-0.70116,1.09678,-9.14496,10.32495,-0.76366,Erik Sven Williams,1.92359,1.50673,-11.88983,0.01996,True,-33.06196
870,Bob,1.08528,-0.64246,-1.92033,-8.73643,10.74089,-0.74384,Erik Sven Williams,1.47402,-0.61971,-9.23431,-2.71739,False,53.30368
871,Bob,0.03076,-0.21789,3.15955,-9.74809,10.34520,-0.11504,Erik Sven Williams,0.09085,-1.39141,-8.32641,-2.35568,True,3.11791
872,Jorg,-0.58422,-0.18650,3.74808,-9.47039,10.57069,-0.27218,Erik Sven Williams,-2.61284,-0.58656,-6.40862,-1.46889,True,-27.33693
873,Atsuto,1.92415,0.06462,-1.81690,-9.57147,10.42229,0.19149,Jerry Fernström,-0.58195,0.16326,-8.84915,0.82837,False,95.29922
